N,n_bin,P,p_bin,K,k_bin,temperature,temp_bin,humidity,humidity_bin,pH,pH_bin,rainfall,rainfall_bin,label,,,,,Range,,,33 percentile,66 percentile,Categorical Bins (for NB),,
11,Low,124,High,204,High,13.43,Low,80.07,Low,6.36,Medium,71.40,Low,grapes,,,,,,,,,,,,
23,Low,138,High,200,High,9.85,Low,80.23,Medium,5.97,Low,68.43,Low,grapes,,,,,,,,,,,,
40,Medium,143,High,201,High,24.97,Medium,82.73,Medium,6.48,Medium,66.70,Low,grapes,,,,,,,,,,,,
6,Low,142,High,202,High,27.24,High,82.95,Medium,6.22,Medium,70.43,Low,grapes,,,,,,,,,,,,
37,Medium,124,High,195,High,18.71,Low,83.48,Medium,6.21,Medium,66.60,Low,grapes,,,,,,,,,,,,
35,Medium,134,High,204,High,9.95,Low,82.55,Medium,5.84,Low,66.01,Low,grapes,,,,,,,,,,,,
119,High,25,Low,51,Medium,26.47,Medium,80.92,Medium,6.28,Medium,53.66,Low,watermelon,,,,,,,,,,,,
119,High,19,Low,55,High,25.19,Medium,83.45,Medium,6.82,High,46.87,Low,watermelon,,,,,,,,,,,,
105,High,30,Medium,50,Medium,25.30,Medium,81.78,Medium,6.38,Medium,57.04,Low,watermelon,,,,,,,,,,,,
114,High,8,Low,50,Medium,24.75,Medium,88.31,Medium,6.58,Medium,57.96,Low,watermelon,,,,,,,,,,,,
93,High,22,Low,52,High,26.59,Medium,81.33,Medium,6.93,High,41.88,Low,watermelon,,,,,,,,,,,,
80,High,26,Medium,55,High,24.53,Medium,88.99,Medium,6.14,Medium,49.12,Low,watermelon,,,,,,,,,,,,
85,High,27,Medium,45,Medium,26.07,Medium,88.73,Medium,6.47,Medium,57.80,Low,watermelon,,,,,,,,,,,,
85,High,22,Low,53,High,25.97,Medium,89.77,Medium,6.85,High,59.46,Low,watermelon,,,,,,,,,,,,
82,High,22,Low,45,Medium,26.22,Medium,85.35,Medium,6.51,Medium,54.60,Low,watermelon,,,,,,,,,,,,
118,High,13,Low,54,High,24.41,Medium,89.82,Medium,6.04,Low,44.08,Low,watermelon,,,,,,,,,,,,
83,High,25,Low,53,High,26.49,Medium,80.05,Low,6.06,Low,57.73,Low,watermelon,,,,,,,,,,,,
86,High,15,Low,47,Medium,24.04,Medium,84.18,Medium,6.42,Medium,53.79,Low,watermelon,,,,,,,,,,,,
101,High,10,Low,47,Medium,25.54,Medium,83.32,Medium,6.94,High,57.57,Low,watermelon,,,,,,,,,,,,
119,High,9,Low,50,Medium,26.75,Medium,83.92,Medium,6.25,Medium,40.79,Low,watermelon,,,,,,,,,,,,
104,High,17,Low,46,Medium,25.71,Medium,80.23,Medium,6.19,Medium,43.09,Low,watermelon,,,,,,,,,,,,
95,High,12,Low,51,Medium,25.76,Medium,84.17,Medium,6.68,High,44.22,Low,watermelon,,,,,,,,,,,,
102,High,14,Low,52,High,26.79,Medium,89.65,Medium,6.51,Medium,57.74,Low,watermelon,,,,,,,,,,,,
109,High,21,Low,55,High,24.90,Medium,89.74,Medium,6.77,High,57.45,Low,watermelon,,,,,,,,,,,,
81,High,18,Low,50,Medium,26.81,Medium,88.23,Medium,6.43,Medium,58.80,Low,watermelon,,,,,,,,,,,,
103,High,17,Low,51,Medium,25.11,Medium,80.03,Low,6.21,Medium,44.21,Low,watermelon,,,,,,,,,,,,
105,High,14,Low,50,Medium,26.21,Medium,87.69,Medium,6.42,Medium,59.66,Low,watermelon,,,,,,,,,,,,
97,High,8,Low,52,High,24.91,Medium,86.97,Medium,6.24,Medium,49.49,Low,watermelon,,,,,,,,,,,,
120,High,19,Low,49,Medium,25.79,Medium,84.27,Medium,6.76,High,56.45,Low,watermelon,,,,,,,,,,,,
95,High,16,Low,55,High,25.27,Medium,87.55,Medium,6.61,High,40.13,Low,watermelon,,,,,,,,,,,,
83,High,29,Medium,52,High,25.76,Medium,87.59,Medium,6.70,High,46.05,Low,watermelon,,,,,,,,,,,,
83,High,9,Low,45,Medium,25.85,Medium,89.13,Medium,6.05,Low,46.85,Low,watermelon,,,,,,,,,,,,
91,High,21,Low,50,Medium,24.34,Medium,81.44,Medium,6.76,High,48.32,Low,watermelon,,,,,,,,,,,,
116,High,5,Low,54,High,25.38,Medium,80.99,Medium,6.65,High,57.23,Low,watermelon,,,,,,,,,,,,
112,High,28,Medium,54,High,24.86,Medium,85.05,Medium,6.74,High,55.30,Low,watermelon,,,,,,,,,,,,
88,High,29,Medium,51,Medium,24.72,Medium,88.95,Medium,6.10,Low,48.46,Low,watermelon,,,,,,,,,,,,
118,High,15,Low,45,Medium,24.21,Medium,84.21,Medium,6.54,Medium,48.01,Low,watermelon,,,,,,,,,,,,
92,High,21,Low,48,Medium,25.82,Medium,82.04,Medium,6.38,Medium,54.83,Low,watermelon,,,,,,,,,,,,
106,High,14,Low,45,Medium,24.47,Medium,84.16,Medium,6.42,Medium,57.27,Low,watermelon,,,,,,,,,,,,
99,High,5,Low,47,Medium,24.13,Medium,84.84,Medium,6.65,High,51.19,Low,watermelon,,,,,,,,,,,,
98,High,8,Low,51,Medium,26.18,Medium,86.52,Medium,6.26,Medium,49.43,Low,watermelon,,,,,,,,,,,,
108,High,22,Low,46,Medium,26.18,Medium,86.73,Medium,6.12,Medium,53.33,Low,watermelon,,,,,,,,,,,,
119,High,7,Low,55,High,26.04,Medium,84.64,Medium,6.03,Low,44.40,Low,watermelon,,,,,,,,,,,,
117,High,27,Medium,48,Medium,26.53,Medium,82.39,Medium,6.84,High,54.31,Low,watermelon,,,,,,,,,,,,
109,High,10,Low,53,High,26.82,Medium,87.83,Medium,6.55,Medium,46.06,Low,watermelon,,,,,,,,,,,,
80,High,16,Low,46,Medium,25.50,Medium,81.40,Medium,6.94,High,48.48,Low,watermelon,,,,,,,,,,,,
100,High,18,Low,52,High,26.20,Medium,80.38,Medium,6.88,High,56.48,Low,watermelon,,,,,,,,,,,,
91,High,7,Low,53,High,25.14,Medium,89.28,Medium,6.46,Medium,43.53,Low,watermelon,,,,,,,,,,,,
86,High,6,Low,53,High,25.92,Medium,83.47,Medium,6.92,High,42.11,Low,watermelon,,,,,,,,,,,,
107,High,5,Low,52,High,26.66,Medium,89.98,Medium,6.88,High,57.41,Low,watermelon,,,,,,,,,,,,
103,High,16,Low,49,Medium,24.07,Medium,81.64,Medium,6.92,High,51.75,Low,watermelon,,,,,,,,,,,,
101,High,20,Low,48,Medium,24.68,Medium,82.75,Medium,6.21,Medium,57.06,Low,watermelon,,,,,,,,,,,,
85,High,25,Low,47,Medium,26.11,Medium,87.64,Medium,6.30,Medium,58.48,Low,watermelon,,,,,,,,,,,,
84,High,7,Low,51,Medium,26.82,Medium,87.66,Medium,6.40,Medium,55.74,Low,watermelon,,,,,,,,,,,,
102,High,28,Medium,54,High,25.16,Medium,80.28,Medium,6.86,High,55.50,Low,watermelon,,,,,,,,,,,,
98,High,25,Low,52,High,25.28,Medium,83.15,Medium,6.22,Medium,49.29,Low,watermelon,,,,,,,,,,,,
97,High,25,Low,50,Medium,26.22,Medium,80.90,Medium,6.09,Low,49.09,Low,watermelon,,,,,,,,,,,,
90,High,16,Low,45,Medium,24.92,Medium,80.62,Medium,6.29,Medium,50.56,Low,watermelon,,,,,,,,,,,,
95,High,12,Low,46,Medium,26.22,Medium,81.01,Medium,6.32,Medium,54.65,Low,watermelon,,,,,,,,,,,,
82,High,23,Low,49,Medium,26.81,Medium,87.22,Medium,6.87,High,51.70,Low,watermelon,,,,,,,,,,,,
82,High,25,Low,51,Medium,24.31,Medium,87.47,Medium,6.07,Low,48.11,Low,watermelon,,,,,,,,,,,,
110,High,28,Medium,46,Medium,24.29,Medium,88.05,Medium,6.50,Medium,51.26,Low,watermelon,,,,,,,,,,,,
118,High,21,Low,51,Medium,24.43,Medium,86.34,Medium,6.68,High,48.58,Low,watermelon,,,,,,,,,,,,
120,High,20,Low,45,Medium,25.67,Medium,88.70,Medium,6.11,Medium,54.23,Low,watermelon,,,,,,,,,,,,
91,High,7,Low,52,High,25.08,Medium,83.46,Medium,6.41,Medium,56.40,Low,watermelon,,,,,,,,,,,,
81,High,6,Low,55,High,24.89,Medium,85.87,Medium,6.11,Medium,51.71,Low,watermelon,,,,,,,,,,,,
101,High,13,Low,54,High,25.43,Medium,82.91,Medium,6.83,High,56.34,Low,watermelon,,,,,,,,,,,,
101,High,17,Low,55,High,24.37,Medium,87.13,Medium,6.45,Medium,44.64,Low,watermelon,,,,,,,,,,,,
111,High,6,Low,53,High,26.49,Medium,88.59,Medium,6.31,Medium,46.06,Low,watermelon,,,,,,,,,,,,
107,High,10,Low,49,Medium,25.83,Medium,89.00,Medium,6.76,High,45.25,Low,watermelon,,,,,,,,,,,,
115,High,11,Low,46,Medium,24.42,Medium,89.40,Medium,6.62,High,40.32,Low,watermelon,,,,,,,,,,,,
84,High,25,Low,52,High,24.37,Medium,81.25,Medium,6.13,Medium,44.21,Low,watermelon,,,,,,,,,,,,
120,High,7,Low,47,Medium,24.25,Medium,83.04,Medium,6.65,High,54.77,Low,watermelon,,,,,,,,,,,,
91,High,12,Low,46,Medium,24.64,Medium,85.50,Medium,6.34,Medium,48.31,Low,watermelon,,,,,,,,,,,,
89,High,22,Low,52,High,24.90,Medium,86.11,Medium,6.22,Medium,53.15,Low,watermelon,,,,,,,,,,,,
113,High,19,Low,46,Medium,25.42,Medium,81.12,Medium,6.29,Medium,49.52,Low,watermelon,,,,,,,,,,,,
97,High,22,Low,50,Medium,26.26,Medium,86.15,Medium,6.77,High,58.98,Low,watermelon,,,,,,,,,,,,
117,High,30,Medium,50,Medium,24.90,Medium,87.21,Medium,6.74,High,46.59,Low,watermelon,,,,,,,,,,,,
90,High,14,Low,52,High,24.85,Medium,89.20,Medium,6.39,Medium,59.68,Low,watermelon,,,,,,,,,,,,
104,High,23,Low,47,Medium,26.98,Medium,86.70,Medium,6.77,High,42.91,Low,watermelon,,,,,,,,,,,,
81,High,16,Low,45,Medium,26.90,Medium,86.25,Medium,6.73,High,59.76,Low,watermelon,,,,,,,,,,,,
88,High,5,Low,47,Medium,25.86,Medium,86.67,Medium,6.66,High,41.17,Low,watermelon,,,,,,,,,,,,
92,High,7,Low,45,Medium,26.71,Medium,81.14,Medium,6.94,High,51.51,Low,watermelon,,,,,,,,,,,,
81,High,18,Low,50,Medium,26.44,Medium,80.92,Medium,6.51,Medium,47.82,Low,watermelon,,,,,,,,,,,,
111,High,5,Low,55,High,26.28,Medium,84.42,Medium,6.52,Medium,50.79,Low,watermelon,,,,,,,,,,,,
108,High,23,Low,51,Medium,26.84,Medium,83.85,Medium,6.11,Low,40.23,Low,watermelon,,,,,,,,,,,,
113,High,30,Medium,50,Medium,26.04,Medium,83.99,Medium,6.28,Medium,43.88,Low,watermelon,,,,,,,,,,,,
83,High,10,Low,53,High,24.93,Medium,85.01,Medium,6.20,Medium,48.76,Low,watermelon,,,,,,,,,,,,
101,High,11,Low,51,Medium,25.51,Medium,84.24,Medium,6.79,High,44.21,Low,watermelon,,,,,,,,,,,,
114,High,21,Low,55,High,25.44,Medium,87.94,Medium,6.47,Medium,57.52,Low,watermelon,,,,,,,,,,,,
99,High,6,Low,45,Medium,26.13,Medium,86.55,Medium,6.00,Low,40.71,Low,watermelon,,,,,,,,,,,,
92,High,20,Low,55,High,25.10,Medium,87.53,Medium,6.59,High,59.27,Low,watermelon,,,,,,,,,,,,
92,High,7,Low,48,Medium,26.28,Medium,86.63,Medium,6.96,High,54.39,Low,watermelon,,,,,,,,,,,,
91,High,24,Low,55,High,26.27,Medium,83.09,Medium,6.26,Medium,46.77,Low,watermelon,,,,,,,,,,,,
110,High,21,Low,54,High,26.74,Medium,87.82,Medium,6.75,High,47.46,Low,watermelon,,,,,,,,,,,,
112,High,25,Low,51,Medium,25.05,Medium,85.57,Medium,6.93,High,56.72,Low,watermelon,,,,,,,,,,,,
89,High,25,Low,54,High,24.69,Medium,85.57,Medium,6.35,Medium,48.99,Low,watermelon,,,,,,,,,,,,
100,High,10,Low,53,High,24.54,Medium,84.61,Medium,6.21,Medium,42.01,Low,watermelon,,,,,,,,,,,,
83,High,22,Low,54,High,25.90,Medium,81.97,Medium,6.28,Medium,54.50,Low,watermelon,,,,,,,,,,,,
95,High,14,Low,50,Medium,26.63,Medium,84.32,Medium,6.56,Medium,56.32,Low,watermelon,,,,,,,,,,,,
119,High,30,Medium,49,Medium,25.36,Medium,80.46,Medium,6.90,High,47.72,Low,watermelon,,,,,,,,,,,,
97,High,12,Low,47,Medium,25.29,Medium,89.64,Medium,6.77,High,58.29,Low,watermelon,,,,,,,,,,,,
110,High,7,Low,45,Medium,26.64,Medium,84.70,Medium,6.19,Medium,48.32,Low,watermelon,,,,,,,,,,,,
96,High,18,Low,50,Medium,25.33,Medium,84.31,Medium,6.90,High,41.53,Low,watermelon,,,,,,,,,,,,
83,High,23,Low,55,High,26.90,Medium,83.89,Medium,6.46,Medium,43.97,Low,watermelon,,,,,,,,,,,,
120,High,24,Low,47,Medium,26.99,Medium,89.41,Medium,6.26,Medium,58.55,Low,watermelon,,,,,,,,,,,,
115,High,17,Low,55,High,27.58,High,94.12,High,6.78,High,28.08,Low,muskmelon,,,,,,,,,,,,
114,High,27,Medium,48,Medium,27.82,High,93.04,High,6.53,Medium,26.32,Low,muskmelon,,,,,,,,,,,,
101,High,25,Low,52,High,29.10,High,94.22,High,6.75,High,22.52,Low,muskmelon,,,,,,,,,,,,
118,High,18,Low,52,High,28.05,High,90.83,High,6.56,Medium,20.76,Low,muskmelon,,,,,,,,,,,,
95,High,26,Medium,45,Medium,29.92,High,94.56,High,6.12,Medium,28.16,Low,muskmelon,,,,,,,,,,,,
81,High,25,Low,49,Medium,29.87,High,93.25,High,6.08,Low,26.26,Low,muskmelon,,,,,,,,,,,,
117,High,24,Low,53,High,29.17,High,92.21,High,6.29,Medium,21.30,Low,muskmelon,,,,,,,,,,,,
114,High,30,Medium,51,Medium,29.25,High,90.07,Medium,6.07,Low,25.93,Low,muskmelon,,,,,,,,,,,,
113,High,6,Low,52,High,27.76,High,90.36,Medium,6.74,High,25.22,Low,muskmelon,,,,,,,,,,,,
108,High,26,Medium,52,High,28.83,High,94.27,High,6.20,Medium,26.24,Low,muskmelon,,,,,,,,,,,,
81,High,30,Medium,48,Medium,28.52,High,92.10,High,6.04,Low,29.87,Low,muskmelon,,,,,,,,,,,,
115,High,9,Low,52,High,29.07,High,90.98,High,6.02,Low,29.12,Low,muskmelon,,,,,,,,,,,,
83,High,7,Low,45,Medium,29.08,High,90.74,High,6.70,High,25.33,Low,muskmelon,,,,,,,,,,,,
84,High,21,Low,55,High,28.47,High,94.79,High,6.49,Medium,21.08,Low,muskmelon,,,,,,,,,,,,
109,High,26,Medium,45,Medium,28.28,High,90.39,Medium,6.22,Medium,21.59,Low,muskmelon,,,,,,,,,,,,
95,High,27,Medium,55,High,28.47,High,91.21,High,6.16,Medium,20.89,Low,muskmelon,,,,,,,,,,,,
119,High,5,Low,55,High,29.69,High,94.30,High,6.17,Medium,26.84,Low,muskmelon,,,,,,,,,,,,
110,High,14,Low,51,Medium,27.02,Medium,91.67,High,6.09,Low,21.26,Low,muskmelon,,,,,,,,,,,,
82,High,18,Low,48,Medium,29.10,High,94.17,High,6.16,Medium,26.71,Low,muskmelon,,,,,,,,,,,,
87,High,14,Low,48,Medium,29.69,High,92.59,High,6.61,High,29.11,Low,muskmelon,,,,,,,,,,,,
85,High,9,Low,53,High,28.21,High,92.87,High,6.45,Medium,28.79,Low,muskmelon,,,,,,,,,,,,
100,High,6,Low,53,High,29.05,High,93.92,High,6.11,Low,23.67,Low,muskmelon,,,,,,,,,,,,
107,High,12,Low,46,Medium,29.57,High,93.62,High,6.56,Medium,27.57,Low,muskmelon,,,,,,,,,,,,
91,High,13,Low,47,Medium,29.11,High,92.44,High,6.14,Medium,27.96,Low,muskmelon,,,,,,,,,,,,
102,High,25,Low,50,Medium,28.20,High,92.91,High,6.10,Low,20.36,Low,muskmelon,,,,,,,,,,,,
117,High,25,Low,53,High,29.12,High,92.13,High,6.41,Medium,24.52,Low,muskmelon,,,,,,,,,,,,
85,High,21,Low,52,High,29.63,High,90.10,Medium,6.08,Low,23.70,Low,muskmelon,,,,,,,,,,,,
104,High,25,Low,55,High,29.81,High,90.37,Medium,6.12,Medium,22.69,Low,muskmelon,,,,,,,,,,,,
102,High,24,Low,54,High,27.72,High,90.94,High,6.70,High,22.82,Low,muskmelon,,,,,,,,,,,,
116,High,25,Low,50,Medium,29.26,High,92.92,High,6.09,Low,28.71,Low,muskmelon,,,,,,,,,,,,
100,High,17,Low,48,Medium,29.73,High,94.30,High,6.37,Medium,26.52,Low,muskmelon,,,,,,,,,,,,
110,High,25,Low,54,High,28.91,High,90.78,High,6.43,Medium,23.44,Low,muskmelon,,,,,,,,,,,,
104,High,25,Low,51,Medium,28.96,High,93.88,High,6.47,Medium,23.56,Low,muskmelon,,,,,,,,,,,,
107,High,11,Low,54,High,28.59,High,91.34,High,6.09,Low,29.44,Low,muskmelon,,,,,,,,,,,,
98,High,26,Medium,52,High,27.34,High,90.70,Medium,6.15,Medium,28.69,Low,muskmelon,,,,,,,,,,,,
88,High,17,Low,52,High,29.90,High,90.75,High,6.65,High,25.38,Low,muskmelon,,,,,,,,,,,,
87,High,25,Low,46,Medium,27.43,High,90.03,Medium,6.38,Medium,21.75,Low,muskmelon,,,,,,,,,,,,
120,High,8,Low,46,Medium,29.56,High,90.71,Medium,6.73,High,28.37,Low,muskmelon,,,,,,,,,,,,
95,High,13,Low,46,Medium,29.84,High,93.76,High,6.13,Medium,23.28,Low,muskmelon,,,,,,,,,,,,
108,High,22,Low,47,Medium,28.54,High,91.73,High,6.16,Medium,25.13,Low,muskmelon,,,,,,,,,,,,
82,High,13,Low,52,High,27.12,High,94.87,High,6.44,Medium,26.52,Low,muskmelon,,,,,,,,,,,,
120,High,23,Low,55,High,27.84,High,91.61,High,6.73,High,26.48,Low,muskmelon,,,,,,,,,,,,
110,High,22,Low,47,Medium,29.03,High,91.82,High,6.24,Medium,24.94,Low,muskmelon,,,,,,,,,,,,
95,High,23,Low,45,Medium,27.82,High,90.57,Medium,6.27,Medium,21.19,Low,muskmelon,,,,,,,,,,,,
106,High,10,Low,49,Medium,27.73,High,92.01,High,6.35,Medium,20.21,Low,muskmelon,,,,,,,,,,,,
99,High,12,Low,52,High,28.70,High,94.31,High,6.00,Low,22.22,Low,muskmelon,,,,,,,,,,,,
106,High,20,Low,51,Medium,29.73,High,90.97,High,6.34,Medium,20.49,Low,muskmelon,,,,,,,,,,,,
83,High,11,Low,53,High,29.54,High,92.92,High,6.16,Medium,21.97,Low,muskmelon,,,,,,,,,,,,
117,High,19,Low,55,High,28.80,High,91.78,High,6.12,Medium,25.16,Low,muskmelon,,,,,,,,,,,,
98,High,26,Medium,49,Medium,27.29,High,90.53,Medium,6.13,Medium,23.50,Low,muskmelon,,,,,,,,,,,,
113,High,20,Low,48,Medium,27.47,High,94.88,High,6.44,Medium,27.28,Low,muskmelon,,,,,,,,,,,,
101,High,17,Low,47,Medium,29.49,High,94.73,High,6.19,Medium,26.31,Low,muskmelon,,,,,,,,,,,,
98,High,7,Low,45,Medium,27.79,High,92.51,High,6.16,Medium,26.85,Low,muskmelon,,,,,,,,,,,,
93,High,22,Low,48,Medium,29.13,High,91.52,High,6.78,High,21.90,Low,muskmelon,,,,,,,,,,,,
95,High,21,Low,47,Medium,27.93,High,93.56,High,6.43,Medium,20.66,Low,muskmelon,,,,,,,,,,,,
109,High,12,Low,48,Medium,29.46,High,92.13,High,6.71,High,20.76,Low,muskmelon,,,,,,,,,,,,
118,High,12,Low,47,Medium,27.97,High,92.17,High,6.01,Low,28.95,Low,muskmelon,,,,,,,,,,,,
100,High,14,Low,49,Medium,29.49,High,91.08,High,6.37,Medium,26.02,Low,muskmelon,,,,,,,,,,,,
89,High,9,Low,47,Medium,29.47,High,90.77,High,6.67,High,28.75,Low,muskmelon,,,,,,,,,,,,
95,High,16,Low,46,Medium,27.08,Medium,90.14,Medium,6.75,High,24.45,Low,muskmelon,,,,,,,,,,,,
95,High,7,Low,45,Medium,27.30,High,90.80,High,6.03,Low,25.09,Low,muskmelon,,,,,,,,,,,,
87,High,6,Low,45,Medium,29.83,High,90.79,High,6.40,Medium,22.84,Low,muskmelon,,,,,,,,,,,,
93,High,20,Low,50,Medium,29.93,High,93.23,High,6.45,Medium,24.35,Low,muskmelon,,,,,,,,,,,,
84,High,29,Medium,49,Medium,29.94,High,93.91,High,6.25,Medium,20.39,Low,muskmelon,,,,,,,,,,,,
111,High,5,Low,47,Medium,28.03,High,91.47,High,6.27,Medium,21.18,Low,muskmelon,,,,,,,,,,,,
111,High,5,Low,52,High,29.88,High,94.04,High,6.14,Medium,21.00,Low,muskmelon,,,,,,,,,,,,
111,High,15,Low,54,High,27.71,High,92.91,High,6.19,Medium,22.06,Low,muskmelon,,,,,,,,,,,,
89,High,11,Low,47,Medium,29.79,High,94.65,High,6.33,Medium,27.87,Low,muskmelon,,,,,,,,,,,,
110,High,15,Low,48,Medium,28.58,High,92.87,High,6.21,Medium,27.60,Low,muskmelon,,,,,,,,,,,,
95,High,30,Medium,52,High,29.48,High,90.34,Medium,6.64,High,26.04,Low,muskmelon,,,,,,,,,,,,
115,High,12,Low,52,High,27.51,High,94.96,High,6.69,High,21.02,Low,muskmelon,,,,,,,,,,,,
120,High,25,Low,50,Medium,28.05,High,94.82,High,6.33,Medium,21.85,Low,muskmelon,,,,,,,,,,,,
102,High,11,Low,45,Medium,29.03,High,93.13,High,6.36,Medium,24.16,Low,muskmelon,,,,,,,,,,,,
94,High,5,Low,55,High,28.59,High,91.89,High,6.09,Low,26.88,Low,muskmelon,,,,,,,,,,,,
84,High,18,Low,46,Medium,27.09,Medium,93.42,High,6.78,High,25.32,Low,muskmelon,,,,,,,,,,,,
107,High,22,Low,54,High,28.00,High,90.85,High,6.63,High,21.62,Low,muskmelon,,,,,,,,,,,,
80,High,18,Low,52,High,27.87,High,91.15,High,6.48,Medium,24.05,Low,muskmelon,,,,,,,,,,,,
86,High,18,Low,45,Medium,28.97,High,90.72,Medium,6.57,Medium,22.26,Low,muskmelon,,,,,,,,,,,,
113,High,28,Medium,48,Medium,28.88,High,92.49,High,6.17,Medium,24.44,Low,muskmelon,,,,,,,,,,,,
115,High,18,Low,53,High,29.17,High,94.20,High,6.01,Low,22.07,Low,muskmelon,,,,,,,,,,,,
82,High,20,Low,54,High,29.34,High,90.02,Medium,6.54,Medium,21.45,Low,muskmelon,,,,,,,,,,,,
98,High,22,Low,47,Medium,29.07,High,91.92,High,6.34,Medium,28.84,Low,muskmelon,,,,,,,,,,,,
117,High,25,Low,54,High,28.68,High,92.51,High,6.15,Medium,29.11,Low,muskmelon,,,,,,,,,,,,
83,High,15,Low,49,Medium,28.93,High,91.39,High,6.44,Medium,23.20,Low,muskmelon,,,,,,,,,,,,
120,High,16,Low,51,Medium,28.00,High,91.64,High,6.55,Medium,23.29,Low,muskmelon,,,,,,,,,,,,
111,High,5,Low,50,Medium,27.59,High,91.80,High,6.40,Medium,24.84,Low,muskmelon,,,,,,,,,,,,
85,High,21,Low,47,Medium,29.87,High,90.61,Medium,6.19,Medium,24.70,Low,muskmelon,,,,,,,,,,,,
90,High,23,Low,54,High,28.56,High,90.46,Medium,6.16,Medium,27.27,Low,muskmelon,,,,,,,,,,,,
99,High,29,Medium,55,High,29.19,High,91.46,High,6.66,High,26.48,Low,muskmelon,,,,,,,,,,,,
102,High,11,Low,47,Medium,27.99,High,92.78,High,6.50,Medium,27.15,Low,muskmelon,,,,,,,,,,,,
80,High,18,Low,51,Medium,28.05,High,91.82,High,6.71,High,20.77,Low,muskmelon,,,,,,,,,,,,
87,High,21,Low,52,High,27.35,High,94.29,High,6.07,Low,27.21,Low,muskmelon,,,,,,,,,,,,
114,High,8,Low,52,High,29.34,High,94.55,High,6.42,Medium,28.23,Low,muskmelon,,,,,,,,,,,,
99,High,6,Low,46,Medium,28.61,High,94.22,High,6.40,Medium,28.99,Low,muskmelon,,,,,,,,,,,,
89,High,25,Low,50,Medium,27.05,Medium,91.35,High,6.38,Medium,25.08,Low,muskmelon,,,,,,,,,,,,
96,High,13,Low,55,High,29.53,High,94.57,High,6.70,High,21.14,Low,muskmelon,,,,,,,,,,,,
82,High,26,Medium,47,Medium,28.50,High,93.47,High,6.57,Medium,24.20,Low,muskmelon,,,,,,,,,,,,
106,High,21,Low,52,High,28.90,High,94.79,High,6.29,Medium,23.04,Low,muskmelon,,,,,,,,,,,,
90,High,15,Low,52,High,27.05,Medium,91.38,High,6.45,Medium,23.66,Low,muskmelon,,,,,,,,,,,,
106,High,16,Low,54,High,28.96,High,91.70,High,6.59,Medium,24.75,Low,muskmelon,,,,,,,,,,,,
24,Low,128,High,196,High,22.75,Low,90.69,Medium,5.52,Low,110.43,Medium,apple,,,,,,,,,,,,
7,Low,144,High,197,High,23.85,Medium,94.35,High,6.13,Medium,114.05,High,apple,,,,,,,,,,,,
14,Low,128,High,205,High,22.61,Low,94.59,High,6.23,Medium,116.04,High,apple,,,,,,,,,,,,
8,Low,120,High,201,High,21.19,Low,91.13,High,6.32,Medium,122.23,High,apple,,,,,,,,,,,,
20,Low,129,High,201,High,23.41,Medium,91.70,High,5.59,Low,116.08,High,apple,,,,,,,,,,,,
32,Medium,137,High,204,High,22.86,Low,93.13,High,5.82,Low,117.73,High,apple,,,,,,,,,,,,
27,Low,139,High,205,High,22.48,Low,93.41,High,5.77,Low,105.55,Medium,apple,,,,,,,,,,,,
0,Low,123,High,205,High,22.03,Low,92.96,High,5.79,Low,121.13,High,apple,,,,,,,,,,,,
22,Low,144,High,196,High,21.91,Low,91.69,High,6.50,Medium,117.08,High,apple,,,,,,,,,,,,
1,Low,124,High,199,High,23.71,Medium,93.27,High,5.66,Low,112.67,Medium,apple,,,,,,,,,,,,
30,Low,122,High,197,High,21.38,Low,92.72,High,5.57,Low,106.14,Medium,apple,,,,,,,,,,,,
29,Low,121,High,196,High,22.85,Low,94.32,High,6.08,Low,123.60,High,apple,,,,,,,,,,,,
13,Low,126,High,204,High,23.11,Low,92.80,High,6.38,Medium,108.18,Medium,apple,,,,,,,,,,,,
9,Low,139,High,199,High,23.25,Low,94.54,High,5.87,Low,105.36,Medium,apple,,,,,,,,,,,,
0,Low,133,High,200,High,23.67,Medium,90.49,Medium,5.71,Low,104.23,Medium,apple,,,,,,,,,,,,
30,Low,143,High,199,High,23.77,Medium,90.60,Medium,5.80,Low,102.26,Medium,apple,,,,,,,,,,,,
36,Medium,140,High,198,High,23.34,Low,91.48,High,6.28,Medium,104.43,Medium,apple,,,,,,,,,,,,
37,Medium,137,High,199,High,22.64,Low,90.18,Medium,5.70,Low,108.34,Medium,apple,,,,,,,,,,,,
33,Medium,121,High,203,High,22.46,Low,94.76,High,5.61,Low,114.84,High,apple,,,,,,,,,,,,
7,Low,144,High,195,High,22.96,Low,93.58,High,5.86,Low,104.65,Medium,apple,,,,,,,,,,,,
35,Medium,128,High,205,High,21.07,Low,93.57,High,6.04,Low,107.87,Medium,apple,,,,,,,,,,,,
29,Low,128,High,198,High,22.44,Low,92.71,High,5.69,Low,121.50,High,apple,,,,,,,,,,,,
2,Low,143,High,196,High,22.71,Low,90.45,Medium,5.67,Low,109.89,Medium,apple,,,,,,,,,,,,
34,Medium,140,High,198,High,21.70,Low,93.44,High,5.75,Low,115.18,High,apple,,,,,,,,,,,,
29,Low,144,High,204,High,22.43,Low,92.49,High,5.80,Low,119.10,High,apple,,,,,,,,,,,,
32,Medium,141,High,203,High,21.26,Low,92.84,High,5.82,Low,109.07,Medium,apple,,,,,,,,,,,,
